operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_216	gi|15896971|ref|NC_002754.1|	252138	252139	.	-	9.58334666666667	1.929056	6.75483333333333	2.717368	3.27006666666667	2.5344	1.99719333333333	1.029258	8.60505333333333	2.102356	5.74158	2.830792	3.54416	4.234056	3.07334	1.253628	-2.31263453238845	-2.03317714691751	-1.31371021737991	-1.02024205313441	-0.367675807636311	0.25659661530253	-2.17290583965298	-1.16697613525716	-0.0555395961668905	0.197606212319166	0.207513329000358	0.441427263567811	252170	8.5668	7.90861	252164	6.24022	4.54458	SSO0294	SSO0294	50S ribosomal protein L10e	40419	15230	1121990	602377	1320	1605	37843	31096	834369	931299	1779	1644	2049	2341	2237	126871	112408	150957	99	242	0.264721852202687	0.761572480129723	6.81109929735452e-95	6.00650201491916e-94	2.24446234634393e-100	1.25665670578573e-99
ID_232	gi|15896971|ref|NC_002754.1|	275420	275421	.	+	13.1436533333333	3.294848	9.08602666666667	4.515456	5.85954666666667	5.122192	3.88655333333333	1.381056	11.0242866666667	3.2756	7.42209333333333	4.31142	6.05865333333333	7.084992	7.19840666666667	2.482128	-1.99608251794609	-1.75085421022599	-1.00877785182559	-0.783663032628208	-0.194027720661928	0.225769064956046	-1.87346836408604	-0.896220442226898	0.0158706721470593	0.173402599327783	0.159180215200052	0.296841153830785	275425	8.45916	7.33222	275419	6.00485	6.26268	SSO0322	SSO0322	NADH dehydrogenase subunit A	11267	4528	312758	179118	515	630	8938	8196	197081	245487	609	567	374	484	419	23188	23271	28313	26	63	0.0300587875304291	0.131422760649193	0	0	8.77017050886782e-297	7.12833963292572e-296
ID_246	gi|15896971|ref|NC_002754.1|	303806	303807	.	-	17.13588	2.6544	12.5912533333333	3.932816	5.611	3.773296	2.82687333333333	0.9259048	13.4293733333333	2.51772	9.21536	3.499496	6.89782	5.619544	4.64577333333333	1.1623832	-2.69056258573993	-2.41520223211028	-1.67878730075659	-1.39689336713331	-0.572432634557145	-0.295687414705817	-2.55288240892511	-1.53784033394495	-0.434060024631481	0.194709173321453	0.199329112040375	0.195688421617836	303790	6.90158	6.67813	303806	3.09075	2.74469	SSO0356	SSO0356	Phosphate regulatory protein, putative	11133	22175	309060	877054	399	561	21001	14386	463047	430869	464	423	2841	3293	2715	175905	158130	183188	67	163	0.0473963303682858	0.193374543167069	1.01177389763897e-18	4.83817533540722e-18	1.25970902344378e-09	3.28156835981632e-09
ID_251	gi|15896971|ref|NC_002754.1|	306472	306473	.	+	7.92504666666667	3.08492	6.27378	3.469528	4.42570666666667	4.152088	2.32567333333333	2.042076	6.24061333333333	3.117764	5.24612	3.240572	5.09165333333333	4.681016	3.95879333333333	4.037136	-1.36118635356747	-1.00117609850539	-0.85459553002013	-0.695002319612417	-0.0920708125734554	-0.12131250000195	-1.18118122603643	-0.774798924816273	-0.106691656287702	0.254565692651094	0.112849441310625	0.0206769954740256	306473	5.13013	5.16492	306479	3.68798	3.03948	NA	NA	Novel protein	4566	2381	126772	94183	566	708	4387	3492	96743	104584	700	645	324	437	343	20068	21018	23149	57	137	0.031147708731013	0.135422929161513	1.11708719624217e-86	9.47545624496428e-86	1.47740753022417e-67	7.23139880752805e-67
ID_256	gi|15896971|ref|NC_002754.1|	312484	312485	.	-	7.12531333333333	1.949004	6.41842666666667	2.981068	4.7251	3.295972	2.39259333333333	1.488916	6.16755333333333	1.673192	5.68490666666667	2.587232	5.25220666666667	3.274212	3.90804	1.652248	-1.87021640611867	-1.88209528096642	-1.10639041188631	-1.13572723560802	-0.519640875674391	-0.681775948254823	-1.87615584354254	-1.12105882374716	-0.600708411964607	0.00839963295770757	0.0207442669920919	0.114646809289796	312486	4.04771	4.00078	312484	4.64449	4.51902	SSO0366	SSO0366	Glutamine synthetase (glutamate ammonia ligase)	18783	28501	521414	1127265	423	582	20329	11509	448229	344685	311	279	2115	2104	1970	130932	101031	132951	35	85	0.000748505903789642	0.00553467667101462	3.63893236665896e-100	3.29302222599109e-99	3.14555362210429e-18	1.00226288900826e-17
ID_275	gi|15896971|ref|NC_002754.1|	333725	333726	.	+	16.9032666666667	3.52632	11.2584933333333	4.38178	4.80192666666667	4.220476	3.30184	1.041408	13.6713666666667	2.973988	8.79174	4.167188	5.83796	6.926392	5.58034	1.706604	-2.26106677894302	-2.20068673879909	-1.3614248152645	-1.07707453402489	-0.186207651119724	0.246639713399296	-2.23087675887105	-1.2192496746447	0.0302160311397858	0.0426951358340894	0.201066012096833	0.306069306670124	333731	11.97254	12.28499	333724	8.32041	5.12185	SSO0389	SSO0389	hypothetical protein	465909	588736	12933044	23284962	3622	4899	1241893	372557	27381487	11157661	6055	5213	445970	449562	363559	27605305	21584691	24527829	2740	6648	0.502993994809415	1	0.955866510877164	1	0.946370111508967	1
ID_282	gi|15896971|ref|NC_002754.1|	343836	343837	.	-	6.32483333333333	1.897012	4.34669333333333	2.28012	2.33770666666667	2.391252	1.82509333333333	1.0243924	5.00138	1.954296	3.62775333333333	2.265528	2.54424666666667	2.627832	2.75623333333333	1.325856	-1.73729865873806	-1.35567722761401	-0.930808560888032	-0.679229042669157	0.032672262067966	0.0466344978377332	-1.54648794317603	-0.805018801778595	0.0396533799528496	0.269847101793931	0.177893583340211	0.00987279159332776	343860	4.43819	3.98748	343845	3.62821	3.86726	SSO5763	SSO5763	50S ribosomal protein L14e	12959	4180	359729	165342	750	902	10230	8271	225558	247730	881	813	322	364	306	19950	17499	20693	27	66	0.0330540321265068	0.141731683209112	0	0	0	0
ID_294	gi|15896971|ref|NC_002754.1|	361015	361016	.	+	4.47586	1.2471312	2.99875333333333	1.3176136	1.68604066666667	1.3733	1.204622	1.113896	4.03345333333333	1.2843056	2.73876666666667	1.459564	1.83597333333333	1.329116	1.607318	1.0483504	-1.84355166434931	-1.65102703217277	-1.1864355048748	-0.907988886166271	-0.295992514568915	-0.466078081583694	-1.74728934826104	-1.04721219552054	-0.381035298076305	0.136135472957478	0.196891492287268	0.120268657818109	361040	2.99726	3.02646	361024	3.14674	2.61536	SSO0415	SSO0415	DNA-directed RNA polymerase subunit E'	3168	1541	87942	60972	110	137	5518	3945	121663	118152	241	220	221	277	211	13729	13335	14253	10	25	0.941822024869706	1	1.86239926157878e-107	1.73582302433974e-106	0	0
ID_332	gi|15896971|ref|NC_002754.1|	398934	398935	.	-	12.0701533333333	2.458072	7.65805333333333	2.411796	2.84168666666667	2.65744	2.00868666666667	1.0819304	10.3870933333333	2.029964	6.24544666666667	2.16024	3.00552	3.245444	3.3559	1.72344	-2.29584492372021	-2.35526594737231	-1.6668698245564	-1.53161315236568	-0.0967103684633995	0.110801242354375	-2.32555543554626	-1.59924148846104	0.00704543694548775	0.0420170087694498	0.0956409101067822	0.146732867184192	398940	9.67352	10.12782	398942	3.78291	4.0617	SSO0465	SSO0465	hypothetical protein	9141	4989	253745	197345	288	361	5044	3981	111218	119242	200	184	2056	2734	2207	127278	131296	148910	90	217	3.92060264607338e-06	4.86248447698264e-05	6.20802302394949e-05	0.000190964186497577	0.476716122705585	0.882293275851657
ID_385	gi|15896971|ref|NC_002754.1|	468431	468432	.	-	9.11153333333333	2.586632	5.62092	3.044796	2.22228666666667	3.102944	2.44172666666667	1.526452	7.48739333333333	2.053704	5.01266	2.551208	2.56934666666667	3.566992	3.90265333333333	2.230492	-1.81661904175266	-1.86623528391683	-0.884460710403106	-0.974395855277239	0.481592729245767	0.473306422517687	-1.84142716283474	-0.929428282840173	0.477449575881727	0.0350839812912796	0.0635937508074942	0.00585930367841689	468432	6.37548	5.40382	468425	4.12813	3.27698	NA	NA	Novel protein	1050	782	29169	30942	138	178	572	521	12628	15618	90	84	1479	1916	1130	91606	92011	76236	216	515	3.4934503405665e-11	1.05583601069743e-09	0.00507730454497048	0.0137201814657058	6.77271889516054e-122	4.0623263816252e-121
ID_395	gi|15896971|ref|NC_002754.1|	489782	489783	.	-	7.91380666666667	1.193984	4.82444666666667	1.906072	2.06286	1.997884	1.46462	0.9043464	7.04362	1.4267	4.304	1.866528	2.25933333333333	2.602948	1.95894	0.9392884	-2.7285883170006	-2.30363507520727	-1.33976086726106	-1.20532092705792	-0.0461730926197162	0.20424935470717	-2.51611169610394	-1.27254089715949	0.0790381310437269	0.30048731895927	0.0950633933799557	0.177075410666172	489778	6.505	6.04966	489778	4.38071	4.40865	SSO0554	SSO0554	Ribosomal protein L11 methyltransferase,	4300	4265	119382	168714	223	296	15441	9162	340451	274404	701	632	3723	4045	2965	230486	194215	200089	177	428	0.291182734737123	0.821061461265095	0.595182010040666	1	0.0210201579152876	0.0428524895810676
ID_454	gi|15896971|ref|NC_002754.1|	574059	574060	.	+	27.9738666666667	3.278352	17.2393333333333	5.777064	5.94366666666667	5.188728	4.87512666666667	1.794044	21.8725333333333	3.286568	13.3165066666667	5.215012	6.59726666666667	7.119048	8.37734	3.054744	-3.09303701152806	-2.73446658650162	-1.57729560220131	-1.35247319074597	-0.195972298899241	0.109815907668459	-2.91375179901484	-1.46488439647364	-0.043078195615391	0.253547579069139	0.158973451702785	0.216224914470893	574062	17.26996	16.07516	574053	9.29598	8.24983	SSO0665	SSO0665	NADH dehydrogenase subunit B (NuoB)	41482	18335	1151488	725191	1484	1829	22344	19932	492646	596942	1142	1061	28596	35627	29364	1770075	1710583	1981099	1468	3548	0.00617296151427899	0.0340370928707042	0.483124573319788	1	8.70235759958808e-09	2.21870918980489e-08
ID_475	gi|15896971|ref|NC_002754.1|	612754	612755	.	-	8.76542	2.363884	5.89849333333333	2.877408	3.00778	3.200012	3.06308666666667	1.316192	7.20093333333333	2.174368	4.68784	2.438464	2.93232	3.612528	4.52195333333333	1.517688	-1.89066397854442	-1.7275877811118	-1.03557668889847	-0.942950656722769	0.0893782683118142	0.300966218339964	-1.80912587982811	-0.989263672810622	0.195172243325889	0.115312285054723	0.0654964954658446	0.149615274282265	612747	4.20972	3.37443	612750	6.02346	4.5889	SSO0719	SSO0719	50S ribosomal protein L3P	39438	20397	1094751	806738	721	900	63933	47353	1409618	1418187	1461	1338	1442	1654	1395	89278	79426	94138	34	82	0.504115755927718	1	0	0	0	0
ID_489	gi|15896971|ref|NC_002754.1|	633858	633859	.	-	8.14970666666667	2.778784	5.6232	3.262844	2.83774	3.283396	2.02148	1.2173448	5.76402	2.035344	3.98782666666667	2.272692	2.34231333333333	3.008956	2.22550666666667	1.226372	-1.55229443763574	-1.5018026917823	-0.785261347721976	-0.811200523136931	0.210446346736662	0.361328930933945	-1.52704856470902	-0.798230935429454	0.285887638835303	0.0357030558869148	0.0183417668343017	0.106690098448849	633838	4.16076	2.6813	633843	5.00197	3.27737	SSO0746	SSO0746	30S ribosomal protein S3Ae	32376	15746	898733	622797	977	1213	50382	42800	1110852	1281824	2060	1908	1162	1175	1103	71942	56442	74469	44	107	0.534928445719305	1	0	0	0	0
ID_501	gi|15896971|ref|NC_002754.1|	644687	644688	.	+	30.7496	2.112824	17.6844466666667	2.717704	7.27796	2.946644	10.2800066666667	1.661884	25.2105333333333	2.276392	14.61684	2.982412	8.29358	4.103396	19.7430066666667	2.956044	-3.86332314387362	-3.4692057193968	-2.70202084090755	-2.29307997516267	-1.30446135088494	-1.01517659988068	-3.66626443163521	-2.49755040803511	-1.15981897538281	0.27868310343134	0.289164859272505	0.204555209128971	644699	14.37889	13.45013	644690	7.28308	5.79918	SSO0761	SSO0761	mRNA 3'-end processing factor, putative	9542	16562	264897	655075	172	239	8275	4642	182466	139050	93	83	10732	16058	10836	664327	771009	731060	157	376	7.60015889676009e-13	2.49045206795939e-11	0.466092338066663	0.987709631314855	3.32687910084384e-34	1.25230648620639e-33
