as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	150951	150952	TFEb.expon.peak82	TFEb.expon_r1_peak_104	TFEb.expon_r2_peak_102	12.20351	11.96474
gi|15896971|ref|NC_002754.1|	153962	153963	TFEb.expon.peak83	TFEb.expon_r1_peak_106	TFEb.expon_r2_peak_104	3.50328	3.159
gi|15896971|ref|NC_002754.1|	156606	156607	TFEb.expon.peak84	TFEb.expon_r1_peak_108	TFEb.expon_r2_peak_105	2.85477	2.86435
gi|15896971|ref|NC_002754.1|	160653	160654	TFEb.expon.peak85	TFEb.expon_r1_peak_109	TFEb.expon_r2_peak_106a	6.97365	7.37286
gi|15896971|ref|NC_002754.1|	163454	163455	TFEb.expon.peak86	TFEb.expon_r1_peak_110	TFEb.expon_r2_peak_107	2.24768	2.50097
gi|15896971|ref|NC_002754.1|	163945	163946	TFEb.expon.peak87	TFEb.expon_r1_peak_111	TFEb.expon_r2_peak_108	5.29253	4.59517
gi|15896971|ref|NC_002754.1|	165647	165648	TFEb.expon.peak88	TFEb.expon_r1_peak_112	TFEb.expon_r2_peak_109	2.59104	3.2003
gi|15896971|ref|NC_002754.1|	166328	166329	TFEb.expon.peak89	TFEb.expon_r1_peak_113	TFEb.expon_r2_peak_110	4.03173	4.29387
gi|15896971|ref|NC_002754.1|	166785	166786	TFEb.expon.peak90	TFEb.expon_r1_peak_114	TFEb.expon_r2_peak_111	1.77661	1.88522
gi|15896971|ref|NC_002754.1|	172664	172665	TFEb.expon.peak91	TFEb.expon_r1_peak_119	TFEb.expon_r2_peak_116	2.55559	2.43935
gi|15896971|ref|NC_002754.1|	173687	173688	TFEb.expon.peak92	TFEb.expon_r1_peak_120a	TFEb.expon_r2_peak_117a	2.24388	2.51918
gi|15896971|ref|NC_002754.1|	173969	173970	TFEb.expon.peak93	TFEb.expon_r1_peak_120b	TFEb.expon_r2_peak_117b	9.01172	10.8842
gi|15896971|ref|NC_002754.1|	174217	174218	TFEb.expon.peak94	TFEb.expon_r1_peak_120c	TFEb.expon_r2_peak_117c	7.73418	8.50784
gi|15896971|ref|NC_002754.1|	175943	175944	TFEb.expon.peak95	TFEb.expon_r1_peak_121	TFEb.expon_r2_peak_118	9.40038	9.7416
gi|15896971|ref|NC_002754.1|	176681	176682	TFEb.expon.peak96	TFEb.expon_r1_peak_122	TFEb.expon_r2_peak_119	4.10141	3.85294
gi|15896971|ref|NC_002754.1|	177181	177182	TFEb.expon.peak97	TFEb.expon_r1_peak_123	TFEb.expon_r2_peak_120	1.97261	2.13763
gi|15896971|ref|NC_002754.1|	177611	177612	TFEb.expon.peak98	TFEb.expon_r1_peak_124	TFEb.expon_r2_peak_121	2.82311	2.81984
gi|15896971|ref|NC_002754.1|	179552	179553	TFEb.expon.peak99	TFEb.expon_r1_peak_125a	TFEb.expon_r2_peak_122	3.23819	3.27678
gi|15896971|ref|NC_002754.1|	181295	181296	TFEb.expon.peak100	TFEb.expon_r1_peak_128a	TFEb.expon_r2_peak_125a	3.38491	2.85683
gi|15896971|ref|NC_002754.1|	181616	181617	TFEb.expon.peak101	TFEb.expon_r1_peak_128b	TFEb.expon_r2_peak_125b	3.0052	3.73538
gi|15896971|ref|NC_002754.1|	182154	182155	TFEb.expon.peak102	TFEb.expon_r1_peak_129	TFEb.expon_r2_peak_126	4.17976	5.07362
gi|15896971|ref|NC_002754.1|	184689	184690	TFEb.expon.peak103	TFEb.expon_r1_peak_131a	TFEb.expon_r2_peak_128a	8.02722	7.92098
gi|15896971|ref|NC_002754.1|	184886	184887	TFEb.expon.peak104	TFEb.expon_r1_peak_131b	TFEb.expon_r2_peak_128b	9.83881	8.32485
gi|15896971|ref|NC_002754.1|	185275	185276	TFEb.expon.peak105	TFEb.expon_r1_peak_131c	TFEb.expon_r2_peak_128c	2.67621	2.66405
gi|15896971|ref|NC_002754.1|	186909	186910	TFEb.expon.peak106	TFEb.expon_r1_peak_132	TFEb.expon_r2_peak_129	8.29833	8.85014
gi|15896971|ref|NC_002754.1|	187536	187537	TFEb.expon.peak107	TFEb.expon_r1_peak_133	TFEb.expon_r2_peak_130	6.35751	6.25146
gi|15896971|ref|NC_002754.1|	187918	187919	TFEb.expon.peak108	TFEb.expon_r1_peak_134	TFEb.expon_r2_peak_131	2.8307	2.95127
gi|15896971|ref|NC_002754.1|	188613	188614	TFEb.expon.peak109	TFEb.expon_r1_peak_135	TFEb.expon_r2_peak_132	3.54826	3.63397
gi|15896971|ref|NC_002754.1|	189408	189409	TFEb.expon.peak110	TFEb.expon_r1_peak_136	TFEb.expon_r2_peak_133	5.77859	5.32244
gi|15896971|ref|NC_002754.1|	193307	193308	TFEb.expon.peak111	TFEb.expon_r1_peak_138	TFEb.expon_r2_peak_136	3.19873	3.26338
gi|15896971|ref|NC_002754.1|	196834	196835	TFEb.expon.peak112	TFEb.expon_r1_peak_139b	TFEb.expon_r2_peak_137b	3.17532	3.38242
gi|15896971|ref|NC_002754.1|	199614	199615	TFEb.expon.peak113	TFEb.expon_r1_peak_140b	TFEb.expon_r2_peak_138	4.01267	3.65661
gi|15896971|ref|NC_002754.1|	201570	201571	TFEb.expon.peak114	TFEb.expon_r1_peak_141	TFEb.expon_r2_peak_139	2.11936	2.33016
gi|15896971|ref|NC_002754.1|	202692	202693	TFEb.expon.peak115	TFEb.expon_r1_peak_142a	TFEb.expon_r2_peak_140a	3.94021	3.60262
gi|15896971|ref|NC_002754.1|	205251	205252	TFEb.expon.peak116	TFEb.expon_r1_peak_143b	TFEb.expon_r2_peak_141b	3.88853	3.71557
gi|15896971|ref|NC_002754.1|	206241	206242	TFEb.expon.peak117	TFEb.expon_r1_peak_144a	TFEb.expon_r2_peak_143a	2.19743	2.39097
gi|15896971|ref|NC_002754.1|	206426	206427	TFEb.expon.peak118	TFEb.expon_r1_peak_144b	TFEb.expon_r2_peak_143b	3.25652	2.80604
gi|15896971|ref|NC_002754.1|	210089	210090	TFEb.expon.peak119	TFEb.expon_r1_peak_146	TFEb.expon_r2_peak_145	9.58112	10.20125
gi|15896971|ref|NC_002754.1|	214304	214305	TFEb.expon.peak120	TFEb.expon_r1_peak_147a	TFEb.expon_r2_peak_146a	2.57995	2.36706
gi|15896971|ref|NC_002754.1|	215365	215366	TFEb.expon.peak121	TFEb.expon_r1_peak_148a	TFEb.expon_r2_peak_147a	2.08851	2.06644
gi|15896971|ref|NC_002754.1|	215606	215607	TFEb.expon.peak122	TFEb.expon_r1_peak_148b	TFEb.expon_r2_peak_147b	2.37245	2.57199
gi|15896971|ref|NC_002754.1|	215820	215821	TFEb.expon.peak123	TFEb.expon_r1_peak_148c	TFEb.expon_r2_peak_147c	4.10338	3.9033
gi|15896971|ref|NC_002754.1|	216096	216097	TFEb.expon.peak124	TFEb.expon_r1_peak_148d	TFEb.expon_r2_peak_147d	21.01549	22.41705
gi|15896971|ref|NC_002754.1|	217134	217135	TFEb.expon.peak125	TFEb.expon_r1_peak_149	TFEb.expon_r2_peak_148	7.51914	8.6428
gi|15896971|ref|NC_002754.1|	220463	220464	TFEb.expon.peak126	TFEb.expon_r1_peak_152	TFEb.expon_r2_peak_151	6.21743	6.92763
gi|15896971|ref|NC_002754.1|	222736	222737	TFEb.expon.peak127	TFEb.expon_r1_peak_154	TFEb.expon_r2_peak_152b	5.93155	5.66022
gi|15896971|ref|NC_002754.1|	224377	224378	TFEb.expon.peak128	TFEb.expon_r1_peak_155	TFEb.expon_r2_peak_154	5.73193	5.31963
gi|15896971|ref|NC_002754.1|	225229	225230	TFEb.expon.peak129	TFEb.expon_r1_peak_156b	TFEb.expon_r2_peak_155b	2.52976	2.47178
gi|15896971|ref|NC_002754.1|	225950	225951	TFEb.expon.peak130	TFEb.expon_r1_peak_157b	TFEb.expon_r2_peak_156b	2.17347	2.16388
gi|15896971|ref|NC_002754.1|	226421	226422	TFEb.expon.peak131	TFEb.expon_r1_peak_158b	TFEb.expon_r2_peak_157	3.55977	3.65314
gi|15896971|ref|NC_002754.1|	226782	226783	TFEb.expon.peak132	TFEb.expon_r1_peak_159	TFEb.expon_r2_peak_158	3.63658	2.77826
gi|15896971|ref|NC_002754.1|	227563	227564	TFEb.expon.peak133	TFEb.expon_r1_peak_160	TFEb.expon_r2_peak_159	7.77813	7.79134
gi|15896971|ref|NC_002754.1|	229573	229574	TFEb.expon.peak134	TFEb.expon_r1_peak_161c	TFEb.expon_r2_peak_160	2.6625	2.78528
gi|15896971|ref|NC_002754.1|	231288	231289	TFEb.expon.peak135	TFEb.expon_r1_peak_164	TFEb.expon_r2_peak_162	3.78426	3.93762
gi|15896971|ref|NC_002754.1|	231632	231633	TFEb.expon.peak136	TFEb.expon_r1_peak_165	TFEb.expon_r2_peak_163	4.03026	3.85815
gi|15896971|ref|NC_002754.1|	232689	232690	TFEb.expon.peak137	TFEb.expon_r1_peak_166	TFEb.expon_r2_peak_164a	2.49825	2.37598
gi|15896971|ref|NC_002754.1|	233401	233402	TFEb.expon.peak138	TFEb.expon_r1_peak_167	TFEb.expon_r2_peak_165	2.42399	2.57845
gi|15896971|ref|NC_002754.1|	234583	234584	TFEb.expon.peak139	TFEb.expon_r1_peak_168	TFEb.expon_r2_peak_167	2.33306	2.67978
gi|15896971|ref|NC_002754.1|	235742	235743	TFEb.expon.peak140	TFEb.expon_r1_peak_169a	TFEb.expon_r2_peak_168a	12.80097	14.0078
gi|15896971|ref|NC_002754.1|	236045	236046	TFEb.expon.peak141	TFEb.expon_r1_peak_169b	TFEb.expon_r2_peak_168b	3.07517	3.0357
gi|15896971|ref|NC_002754.1|	236471	236472	TFEb.expon.peak142	TFEb.expon_r1_peak_169d	TFEb.expon_r2_peak_168c	3.14293	2.61126
gi|15896971|ref|NC_002754.1|	237050	237051	TFEb.expon.peak143	TFEb.expon_r1_peak_170	TFEb.expon_r2_peak_169	3.39892	3.42414
gi|15896971|ref|NC_002754.1|	239348	239349	TFEb.expon.peak144	TFEb.expon_r1_peak_172	TFEb.expon_r2_peak_170	6.15559	4.94506
gi|15896971|ref|NC_002754.1|	242164	242165	TFEb.expon.peak145	TFEb.expon_r1_peak_173	TFEb.expon_r2_peak_171	2.07148	2.2262
gi|15896971|ref|NC_002754.1|	242659	242660	TFEb.expon.peak146	TFEb.expon_r1_peak_174	TFEb.expon_r2_peak_172	4.62576	4.98514
gi|15896971|ref|NC_002754.1|	243113	243114	TFEb.expon.peak147	TFEb.expon_r1_peak_175	TFEb.expon_r2_peak_173	2.15821	2.28666
gi|15896971|ref|NC_002754.1|	243598	243599	TFEb.expon.peak148	TFEb.expon_r1_peak_176	TFEb.expon_r2_peak_174	3.49121	3.51481
gi|15896971|ref|NC_002754.1|	245617	245618	TFEb.expon.peak149	TFEb.expon_r1_peak_177a	TFEb.expon_r2_peak_176	2.68207	2.36398
gi|15896971|ref|NC_002754.1|	246873	246874	TFEb.expon.peak150	TFEb.expon_r1_peak_178b	TFEb.expon_r2_peak_177b	3.25214	3.46279
gi|15896971|ref|NC_002754.1|	249077	249078	TFEb.expon.peak151	TFEb.expon_r1_peak_179	TFEb.expon_r2_peak_178	7.7699	7.78874
gi|15896971|ref|NC_002754.1|	249477	249478	TFEb.expon.peak152	TFEb.expon_r1_peak_180a	TFEb.expon_r2_peak_179a	11.3554	11.20289
gi|15896971|ref|NC_002754.1|	251420	251421	TFEb.expon.peak153	TFEb.expon_r1_peak_181b	TFEb.expon_r2_peak_180b	2.28197	2.61891
gi|15896971|ref|NC_002754.1|	252166	252167	TFEb.expon.peak154	TFEb.expon_r1_peak_182a	TFEb.expon_r2_peak_181a	6.84707	6.8192
gi|15896971|ref|NC_002754.1|	253527	253528	TFEb.expon.peak155	TFEb.expon_r1_peak_183	TFEb.expon_r2_peak_182	1.55732	1.53646
gi|15896971|ref|NC_002754.1|	254350	254351	TFEb.expon.peak156	TFEb.expon_r1_peak_184	TFEb.expon_r2_peak_183	2.46753	2.54857
gi|15896971|ref|NC_002754.1|	255272	255273	TFEb.expon.peak157	TFEb.expon_r1_peak_185b	TFEb.expon_r2_peak_184	8.79732	9.97547
gi|15896971|ref|NC_002754.1|	262806	262807	TFEb.expon.peak158	TFEb.expon_r1_peak_188	TFEb.expon_r2_peak_188	1.91338	1.92361
gi|15896971|ref|NC_002754.1|	264147	264148	TFEb.expon.peak159	TFEb.expon_r1_peak_189	TFEb.expon_r2_peak_189	3.12328	3.78383
gi|15896971|ref|NC_002754.1|	265065	265066	TFEb.expon.peak160	TFEb.expon_r1_peak_190a	TFEb.expon_r2_peak_190a	4.32336	5.23941
gi|15896971|ref|NC_002754.1|	267967	267968	TFEb.expon.peak161	TFEb.expon_r1_peak_191a	TFEb.expon_r2_peak_191a	2.23215	2.17623
gi|15896971|ref|NC_002754.1|	268759	268760	TFEb.expon.peak162	TFEb.expon_r1_peak_192a	TFEb.expon_r2_peak_192	1.42734	1.39568
gi|15896971|ref|NC_002754.1|	269351	269352	TFEb.expon.peak163	TFEb.expon_r1_peak_193	TFEb.expon_r2_peak_193	2.49242	2.27151
gi|15896971|ref|NC_002754.1|	270417	270418	TFEb.expon.peak164	TFEb.expon_r1_peak_194	TFEb.expon_r2_peak_194	2.33948	2.39886
gi|15896971|ref|NC_002754.1|	271092	271093	TFEb.expon.peak165	TFEb.expon_r1_peak_195a	TFEb.expon_r2_peak_195a	2.65234	3.15251
gi|15896971|ref|NC_002754.1|	271471	271472	TFEb.expon.peak166	TFEb.expon_r1_peak_195b	TFEb.expon_r2_peak_195b	2.72654	2.63209
gi|15896971|ref|NC_002754.1|	272795	272796	TFEb.expon.peak167	TFEb.expon_r1_peak_196a	TFEb.expon_r2_peak_196a	2.78266	3.2601
gi|15896971|ref|NC_002754.1|	274097	274098	TFEb.expon.peak168	TFEb.expon_r1_peak_198	TFEb.expon_r2_peak_198	6.40888	6.38688
gi|15896971|ref|NC_002754.1|	275424	275425	TFEb.expon.peak169	TFEb.expon_r1_peak_199	TFEb.expon_r2_peak_199	8.13669	7.73809
gi|15896971|ref|NC_002754.1|	275903	275904	TFEb.expon.peak170	TFEb.expon_r1_peak_200	TFEb.expon_r2_peak_200	3.03661	3.24705
gi|15896971|ref|NC_002754.1|	277440	277441	TFEb.expon.peak171	TFEb.expon_r1_peak_201	TFEb.expon_r2_peak_201	3.23606	3.35977
gi|15896971|ref|NC_002754.1|	279369	279370	TFEb.expon.peak172	TFEb.expon_r1_peak_202	TFEb.expon_r2_peak_204	2.22506	2.25612
gi|15896971|ref|NC_002754.1|	284581	284582	TFEb.expon.peak173	TFEb.expon_r1_peak_206	TFEb.expon_r2_peak_207	2.7457	2.93949
gi|15896971|ref|NC_002754.1|	287042	287043	TFEb.expon.peak174	TFEb.expon_r1_peak_208a	TFEb.expon_r2_peak_208a	2.97249	3.00739
